frame,gt_x,gt_y,gt_w,gt_h,upd_x,upd_y,upd_w,upd_h,upd_iou,upd_err,pure_x,pure_y,pure_w,pure_h,pure_iou,pure_err,apce,apce_norm,kf_trace,kf_uncert,kf_r,accept,meas_x,meas_y,kf_pred_x,kf_pred_y,kf_corr_x,kf_corr_y,innov,innov_thresh,search_scale
550,256,225,101,88,-59,421,117,116,0,371.953,251,221,96,95,0.8008,7.51665,0,0,9907.49,1,5,0,-4478.75,3534,-4478.75,3534,-4478.75,3534,0,55.2,1.1
551,283,214,94,87,-59,421,117,116,0,397.86,274,211,96,95,0.777983,8.06226,0,0,9963.71,1,5,0,-4487.44,3540,-4487.44,3540,-4487.44,3540,0,55.2,1.1
552,279,203,99,86,-59,421,117,116,0,403.15,275,197,96,95,0.813824,5.70088,0,0,10020.1,1,5,0,-4496.12,3545.99,-4496.12,3545.99,-4496.12,3545.99,0,55.2,1.1
553,270,189,95,89,-59,421,117,116,0,401.739,266,186,96,95,0.87227,3.5,0,0,10076.8,1,5,0,-4504.81,3551.98,-4504.81,3551.98,-4504.81,3551.98,0,55.2,1.1
554,276,178,100,90,-59,421,117,116,0,414.895,273,176,96,95,0.858462,5.02494,0,0,10133.6,1,5,0,-4513.49,3557.97,-4513.49,3557.97,-4513.49,3557.97,0,55.2,1.1
555,293,180,96,86,-59,421,117,116,0,426.8,289,175,96,95,0.83601,4.03113,0,0,10190.7,1,5,0,-4522.18,3563.96,-4522.18,3563.96,-4522.18,3563.96,0,55.2,1.1
556,295,192,98,92,-59,421,117,116,0,420.43,290,198,96,95,0.759069,9.60469,0,0,10248,1,5,0,-4530.87,3569.95,-4530.87,3569.95,-4530.87,3569.95,0,55.2,1.1
557,281,224,97,90,-59,421,117,116,0,391.152,275,229,98,97,0.750768,10.1242,0,0,10305.5,1,5,0,-4539.55,3575.94,-4539.55,3575.94,-4539.55,3575.94,0,55.2,1.1
558,269,250,98,96,-59,421,117,116,0,366.338,267,248,98,97,0.931182,2.5,0,0,10363.2,1,5,0,-4548.24,3581.94,-4548.24,3581.94,-4548.24,3581.94,0,55.2,1.1
559,282,265,99,87,-59,421,117,116,0,373.221,276,256,98,97,0.7913,7.63217,0,0,10421.1,1,5,0,-4556.92,3587.93,-4556.92,3587.93,-4556.92,3587.93,0,55.2,1.1
560,289,253,92,95,-59,421,117,116,0,380.03,283,250,98,97,0.901021,3.60555,0,0,10479.3,1,5,0,-4565.61,3593.92,-4565.61,3593.92,-4565.61,3593.92,0,55.2,1.1
561,272,241,100,88,-59,421,117,116,0,376.354,270,236,98,97,0.856969,3.04138,0,0,10537.7,1,5,0,-4574.3,3599.91,-4574.3,3599.91,-4574.3,3599.91,0,55.2,1.1
562,271,236,90,89,-59,421,117,116,0,373.597,265,231,98,97,0.842626,2.23607,0,0,10596.2,1,5,0,-4582.98,3605.9,-4582.98,3605.9,-4582.98,3605.9,0,55.2,1.1
563,275,239,88,87,-59,421,117,116,0,375.09,268,231,98,97,0.805386,3.60555,0,0,10655,1,5,0,-4591.67,3611.89,-4591.67,3611.89,-4591.67,3611.89,0,55.2,1.1
564,275,236,92,89,-59,421,117,116,0,377.842,269,230,98,97,0.861351,3.60555,0,0,10714,1,5,0,-4600.35,3617.88,-4600.35,3617.88,-4600.35,3617.88,0,55.2,1.1
565,266,227,94,92,-59,421,117,116,0,375.124,262,222,98,97,0.909741,3.20156,0,0,10773.3,1,5,0,-4609.04,3623.88,-4609.04,3623.88,-4609.04,3623.88,0,55.2,1.1
566,256,218,97,90,-59,421,117,116,0,373.739,256,214,96,95,0.938111,1.58114,0,0,10832.7,1,5,0,-4617.73,3629.87,-4617.73,3629.87,-4617.73,3629.87,0,55.2,1.1
567,251,219,103,91,-59,421,117,116,0,371.24,253,215,96,95,0.895357,2.5,0,0,10892.4,1,5,0,-4626.41,3635.86,-4626.41,3635.86,-4626.41,3635.86,0,55.2,1.1
568,249,225,97,90,-59,421,117,116,0,363.985,245,222,96,95,0.865204,4.52769,0,0,10952.3,1,5,0,-4635.1,3641.85,-4635.1,3641.85,-4635.1,3641.85,0,55.2,1.1
569,237,230,96,88,-59,421,117,116,0,351.476,236,223,96,95,0.907906,3.64005,0,0,11012.4,1,5,0,-4643.78,3647.84,-4643.78,3647.84,-4643.78,3647.84,0,55.2,1.1
570,238,225,93,89,-59,421,117,116,0,353.716,236,218,96,95,0.88831,4.03113,0,0,11072.7,1,5,0,-4652.47,3653.83,-4652.47,3653.83,-4652.47,3653.83,0,55.2,1.1
571,265,220,99,89,-59,421,117,116,0,381.097,254,213,96,95,0.715721,13.1244,0,0,11133.2,1,5,0,-4661.16,3659.82,-4661.16,3659.82,-4661.16,3659.82,0,55.2,1.1
572,287,223,96,85,-59,421,117,116,0,397.671,283,217,96,95,0.826638,4.12311,0,0,11194,1,5,0,-4669.84,3665.82,-4669.84,3665.82,-4669.84,3665.82,0,55.2,1.1
573,276,230,95,94,-59,421,117,116,0,381.811,273,226,96,95,0.882758,4.30116,0,0,11255,1,5,0,-4678.53,3671.81,-4678.53,3671.81,-4678.53,3671.81,0,55.2,1.1
574,250,239,103,90,-59,421,117,116,0,359.484,252,233,96,95,0.867764,3.80789,0,0,11316.2,1,5,0,-4687.21,3677.8,-4687.21,3677.8,-4687.21,3677.8,0,55.2,1.1
575,251,238,102,94,-59,421,117,116,0,359.364,250,233,98,97,0.877483,4.60977,0,0,11377.6,1,5,0,-4695.9,3683.79,-4695.9,3683.79,-4695.9,3683.79,0,55.2,1.1
576,261,225,97,91,-59,421,117,116,0,373.594,258,223,98,97,0.892341,2.69258,0,0,11439.2,1,5,0,-4704.59,3689.78,-4704.59,3689.78,-4704.59,3689.78,0,55.2,1.1
577,268,213,94,93,-59,421,117,116,0,384.344,264,210,100,99,0.88303,1,0,0,11501.1,1,5,0,-4713.27,3695.77,-4713.27,3695.77,-4713.27,3695.77,0,55.2,1.1
578,266,214,98,87,-59,421,117,116,0,385.49,262,206,102,101,0.827606,2.23607,0,0,11563.2,1,5,0,-4721.96,3701.77,-4721.96,3701.77,-4721.96,3701.77,0,55.2,1.1
579,276,219,86,85,-59,421,117,116,0,386.505,267,211,102,101,0.709571,1,0,0,11625.5,1,5,0,-4730.65,3707.76,-4730.65,3707.76,-4730.65,3707.76,0,55.2,1.1
580,282,224,97,84,-59,421,117,116,0,393.611,275,215,102,101,0.762178,4.52769,0,0,11688.1,1,5,0,-4739.33,3713.75,-4739.33,3713.75,-4739.33,3713.75,0,55.2,1.1
581,272,222,106,91,-59,421,117,116,0,388.178,275,217,98,97,0.871409,2.23607,0,0,11750.8,1,5,0,-4748.02,3719.74,-4748.02,3719.74,-4748.02,3719.74,0,55.2,1.1
582,271,223,98,86,-59,421,117,116,0,384.824,268,215,98,97,0.836747,3.90512,0,0,11813.8,1,5,0,-4756.7,3725.73,-4756.7,3725.73,-4756.7,3725.73,0,55.2,1.1
583,278,218,85,84,-59,421,117,116,0,388.59,267,211,98,97,0.751105,4.52769,0,0,11877,1,5,0,-4765.39,3731.72,-4765.39,3731.72,-4765.39,3731.72,0,55.2,1.1
584,273,222,97,85,-59,421,117,116,0,386.903,270,214,98,97,0.834539,3.20156,0,0,11940.5,1,5,0,-4774.08,3737.71,-4774.08,3737.71,-4774.08,3737.71,0,55.2,1.1
585,278,228,91,87,-59,421,117,116,0,384.75,271,224,98,97,0.832842,3.64005,0,0,12004.1,1,5,0,-4782.76,3743.71,-4782.76,3743.71,-4782.76,3743.71,0,55.2,1.1
586,268,241,95,85,-59,421,117,116,0,371.586,264,238,98,97,0.833073,3.90512,0,0,12068,1,5,0,-4791.45,3749.7,-4791.45,3749.7,-4791.45,3749.7,0,55.2,1.1
587,259,249,106,88,-59,421,117,116,0,363.665,261,243,98,97,0.844662,2.5,0,0,12132.1,1,5,0,-4800.13,3755.69,-4800.13,3755.69,-4800.13,3755.69,0,55.2,1.1
588,266,234,110,91,-59,421,117,116,0,378.368,269,232,98,97,0.84148,3.16228,0,0,12196.5,1,5,0,-4808.82,3761.68,-4808.82,3761.68,-4808.82,3761.68,0,55.2,1.1
589,286,217,93,90,-59,421,117,116,0,397.464,280,216,100,99,0.845455,4.30116,0,0,12261,1,5,0,-4817.51,3767.67,-4817.51,3767.67,-4817.51,3767.67,0,55.2,1.1
590,281,219,99,87,-59,421,117,116,0,395.516,278,212,100,99,0.837701,2.69258,0,0,12325.8,1,5,0,-4826.19,3773.66,-4826.19,3773.66,-4826.19,3773.66,0,55.2,1.1
591,272,225,104,88,-59,421,117,116,0,386.523,271,222,98,97,0.843312,4.272,0,0,12390.9,1,5,0,-4834.88,3779.65,-4834.88,3779.65,-4834.88,3779.65,0,55.2,1.1
592,265,240,96,86,-59,421,117,116,0,369.727,263,232,98,97,0.868504,2.69258,0,0,12456.1,1,5,0,-4843.56,3785.65,-4843.56,3785.65,-4843.56,3785.65,0,55.2,1.1
593,264,232,98,87,-59,421,117,116,0,373.757,261,227,98,97,0.846217,3,0,0,12521.6,1,5,0,-4852.25,3791.64,-4852.25,3791.64,-4852.25,3791.64,0,55.2,1.1
594,266,211,99,91,-59,421,117,116,0,386.474,263,209,98,97,0.875887,3.64005,0,0,12587.3,1,5,0,-4860.94,3797.63,-4860.94,3797.63,-4860.94,3797.63,0,55.2,1.1
595,273,207,97,87,-59,421,117,116,0,394.837,268,200,98,97,0.821088,4.92443,0,0,12653.2,1,5,0,-4869.62,3803.62,-4869.62,3803.62,-4869.62,3803.62,0,55.2,1.1
596,275,212,95,89,-59,421,117,116,0,392.218,270,208,98,97,0.854709,3.5,0,0,12719.4,1,5,0,-4878.31,3809.61,-4878.31,3809.61,-4878.31,3809.61,0,55.2,1.1
597,279,227,88,83,-59,421,117,116,0,385.957,269,221,98,97,0.768357,5.09902,0,0,12785.8,1,5,0,-4886.99,3815.6,-4886.99,3815.6,-4886.99,3815.6,0,55.2,1.1
598,270,241,92,81,-59,421,117,116,0,373.066,264,230,98,97,0.783926,4.24264,0,0,12852.4,1,5,0,-4895.68,3821.59,-4895.68,3821.59,-4895.68,3821.59,0,55.2,1.1
599,262,240,98,87,-59,421,117,116,0,367.767,259,232,98,97,0.846217,4.24264,0,0,12919.3,1,5,0,-4904.37,3827.59,-4904.37,3827.59,-4904.37,3827.59,0,55.2,1.1
600,267,235,95,87,-59,421,117,116,0,373.397,261,228,96,95,0.819466,6.26498,0,0,12986.4,1,5,0,-4913.05,3833.58,-4913.05,3833.58,-4913.05,3833.58,0,55.2,1.1
601,271,229,88,86,-59,421,117,116,0,377.345,264,223,96,95,0.829825,3.3541,0,0,13053.7,1,5,0,-4921.74,3839.57,-4921.74,3839.57,-4921.74,3839.57,0,55.2,1.1
602,265,233,90,87,-59,421,117,116,0,370.697,257,225,96,95,0.823757,6.40312,0,0,13121.3,1,5,0,-4930.42,3845.56,-4930.42,3845.56,-4930.42,3845.56,0,55.2,1.1
603,251,242,95,88,-59,421,117,116,0,355.879,247,236,96,95,0.862745,4.30116,0,0,13189.1,1,5,0,-4939.11,3851.55,-4939.11,3851.55,-4939.11,3851.55,0,55.2,1.1
604,251,253,94,83,-59,421,117,116,0,350.917,245,245,96,95,0.790309,5.38516,0,0,13257.1,1,5,0,-4947.8,3857.54,-4947.8,3857.54,-4947.8,3857.54,0,55.2,1.1
605,248,249,99,90,-59,421,117,116,0,350.755,246,244,96,95,0.884013,4.30116,0,0,13325.3,1,5,0,-4956.48,3863.53,-4956.48,3863.53,-4956.48,3863.53,0,55.2,1.1
606,254,241,90,84,-59,421,117,116,0,357.933,248,236,94,93,0.82963,4.03113,0,0,13393.8,1,5,0,-4965.17,3869.53,-4965.17,3869.53,-4965.17,3869.53,0,55.2,1.1
607,253,236,93,88,-59,421,117,116,0,360.001,248,231,96,95,0.861446,3.80789,0,0,13462.5,1,5,0,-4973.85,3875.52,-4973.85,3875.52,-4973.85,3875.52,0,55.2,1.1
608,253,241,87,87,-59,421,117,116,0,355.02,245,238,96,95,0.829934,3.64005,0,0,13531.5,1,5,0,-4982.54,3881.51,-4982.54,3881.51,-4982.54,3881.51,0,55.2,1.1
609,255,254,86,88,-59,421,117,116,0,349.089,246,249,96,95,0.829825,4.272,0,0,13600.7,1,5,0,-4991.23,3887.5,-4991.23,3887.5,-4991.23,3887.5,0,55.2,1.1
610,257,261,88,86,-59,421,117,116,0,348.608,248,255,98,97,0.796129,4.03113,0,0,13670.1,1,5,0,-4999.91,3893.49,-4999.91,3893.49,-4999.91,3893.49,0,55.2,1.1
611,258,264,85,85,-59,421,117,116,0,346.925,248,257,96,95,0.792215,4.92443,0,0,13739.8,1,5,0,-5008.6,3899.48,-5008.6,3899.48,-5008.6,3899.48,0,55.2,1.1
612,255,264,89,83,-59,421,117,116,0,346.558,247,257,96,95,0.793654,4.60977,0,0,13809.7,1,5,0,-5017.28,3905.47,-5017.28,3905.47,-5017.28,3905.47,0,55.2,1.1
613,254,259,87,84,-59,421,117,116,0,347.114,246,252,96,95,0.801316,3.80789,0,0,13879.8,1,5,0,-5025.97,3911.47,-5025.97,3911.47,-5025.97,3911.47,0,55.2,1.1
614,244,251,91,87,-59,421,117,116,0,343.715,239,245,94,93,0.868439,4.60977,0,0,13950.2,1,5,0,-5034.66,3917.46,-5034.66,3917.46,-5034.66,3917.46,0,55.2,1.1
615,245,245,88,89,-59,421,117,116,0,346.007,237,240,96,95,0.858772,4.47214,0,0,14020.8,1,5,0,-5043.34,3923.45,-5043.34,3923.45,-5043.34,3923.45,0,55.2,1.1
616,244,230,94,92,-59,421,117,116,0,355.22,239,226,96,95,0.872879,4.71699,0,0,14091.7,1,5,0,-5052.03,3929.44,-5052.03,3929.44,-5052.03,3929.44,0,55.2,1.1
617,246,220,90,89,-59,421,117,116,0,361.915,237,217,96,95,0.824864,6,0,0,14162.8,1,5,0,-5060.71,3935.43,-5060.71,3935.43,-5060.71,3935.43,0,55.2,1.1
618,240,222,100,89,-59,421,117,116,0,359.926,237,216,96,95,0.849533,5.83095,0,0,14234.1,1,5,0,-5069.4,3941.42,-5069.4,3941.42,-5069.4,3941.42,0,55.2,1.1
619,246,224,91,90,-59,421,117,116,0,359.672,241,218,96,95,0.879275,4.30116,0,0,14305.7,1,5,0,-5078.09,3947.41,-5078.09,3947.41,-5078.09,3947.41,0,55.2,1.1
620,248,220,96,94,-59,421,117,116,0,364.495,244,215,98,97,0.875126,4.60977,0,0,14377.5,1,5,0,-5086.77,3953.41,-5086.77,3953.41,-5086.77,3953.41,0,55.2,1.1
621,254,210,90,92,-59,421,117,116,0,373.402,247,207,96,95,0.888841,4.272,0,0,14449.5,1,5,0,-5095.46,3959.4,-5095.46,3959.4,-5095.46,3959.4,0,55.2,1.1
622,259,208,87,90,-59,421,117,116,0,378.001,251,204,98,97,0.82369,2.54951,0,0,14521.8,1,5,0,-5104.14,3965.39,-5104.14,3965.39,-5104.14,3965.39,0,55.2,1.1
623,256,218,92,87,-59,421,117,116,0,372.575,250,213,98,97,0.841995,3,0,0,14594.3,1,5,0,-5112.83,3971.38,-5112.83,3971.38,-5112.83,3971.38,0,55.2,1.1
624,257,232,90,89,-59,421,117,116,0,364.023,251,229,96,95,0.878289,3,0,0,14667.1,1,5,0,-5121.52,3977.37,-5121.52,3977.37,-5121.52,3977.37,0,55.2,1.1
625,262,242,86,89,-59,421,117,116,0,361.091,253,237,96,95,0.839254,4.47214,0,0,14740.1,1,5,0,-5130.2,3983.36,-5130.2,3983.36,-5130.2,3983.36,0,55.2,1.1
626,255,239,93,86,-59,421,117,116,0,360.573,251,235,96,95,0.859439,2.54951,0,0,14813.4,1,5,0,-5138.89,3989.35,-5138.89,3989.35,-5138.89,3989.35,0,55.2,1.1
627,258,228,90,91,-59,421,117,116,0,366.528,251,226,96,95,0.879275,4,0,0,14886.8,1,5,0,-5147.57,3995.35,-5147.57,3995.35,-5147.57,3995.35,0,55.2,1.1
628,269,227,94,85,-59,421,117,116,0,379.556,262,219,94,93,0.79201,8.06226,0,0,14960.6,1,5,0,-5156.26,4001.34,-5156.26,4001.34,-5156.26,4001.34,0,55.2,1.1
629,269,225,93,90,-59,421,117,116,0,378.863,265,223,96,95,0.899023,2.54951,0,0,15034.6,1,5,0,-5164.95,4007.33,-5164.95,4007.33,-5164.95,4007.33,0,55.2,1.1
630,269,235,87,87,-59,421,117,116,0,371.711,260,230,96,95,0.829934,4.60977,0,0,15108.8,1,5,0,-5173.63,4013.32,-5173.63,4013.32,-5173.63,4013.32,0,55.2,1.1
631,259,239,89,88,-59,421,117,116,0,361.707,252,235,96,95,0.858772,3.53553,0,0,15183.3,1,5,0,-5182.32,4019.31,-5182.32,4019.31,-5182.32,4019.31,0,55.2,1.1
632,255,239,90,88,-59,421,117,116,0,358.77,249,234,96,95,0.868421,3.3541,0,0,15258,1,5,0,-5191,4025.3,-5191,4025.3,-5191,4025.3,0,55.2,1.1
633,260,225,88,88,-59,421,117,116,0,369.892,252,223,98,97,0.814643,3.90512,0,0,15332.9,1,5,0,-5199.69,4031.3,-5199.69,4031.3,-5199.69,4031.3,0,55.2,1.1
634,254,223,95,86,-59,421,117,116,0,369.558,251,217,96,95,0.86074,2.91548,0,0,15408.1,1,5,0,-5208.38,4037.29,-5208.38,4037.29,-5208.38,4037.29,0,55.2,1.1
635,244,232,95,88,-59,421,117,116,0,355.63,240,230,96,95,0.862745,3.80789,0,0,15483.6,1,5,0,-5217.06,4043.28,-5217.06,4043.28,-5217.06,4043.28,0,55.2,1.1
636,240,250,88,87,-59,421,117,116,0,339.633,234,245,96,95,0.839474,2.23607,0,0,15559.3,1,5,0,-5225.75,4049.27,-5225.75,4049.27,-5225.75,4049.27,0,55.2,1.1
637,241,254,90,90,-59,421,117,116,0,338.352,236,248,96,95,0.869707,4.03113,0,0,15635.2,1,5,0,-5234.44,4055.26,-5234.44,4055.26,-5234.44,4055.26,0,55.2,1.1
638,248,254,101,85,-59,421,117,116,0,350.296,248,247,96,95,0.854898,3.20156,0,0,15711.4,1,5,0,-5243.12,4061.25,-5243.12,4061.25,-5243.12,4061.25,0,55.2,1.1
639,274,243,97,85,-59,421,117,116,0,376.525,268,238,94,93,0.786789,7.56637,0,0,15787.8,1,5,0,-5251.81,4067.24,-5251.81,4067.24,-5251.81,4067.24,0,55.2,1.1
640,285,230,88,83,-59,421,117,116,0,389.392,278,225,96,95,0.800877,3.16228,0,0,15864.5,1,5,0,-5260.49,4073.24,-5260.49,4073.24,-5260.49,4073.24,0,55.2,1.1
641,264,234,93,88,-59,421,117,116,0,370.3,257,231,96,95,0.826858,5.52268,0,0,15941.4,1,5,0,-5269.18,4079.23,-5269.18,4079.23,-5269.18,4079.23,0,55.2,1.1
642,249,248,86,84,-59,421,117,116,0,348.249,242,243,96,95,0.792105,2.06155,0,0,16018.6,1,5,0,-5277.87,4085.22,-5277.87,4085.22,-5277.87,4085.22,0,55.2,1.1
643,268,255,91,87,-59,421,117,116,0,362.183,260,250,96,95,0.816118,5.59017,0,0,16096,1,5,0,-5286.55,4091.21,-5286.55,4091.21,-5286.55,4091.21,0,55.2,1.1
644,288,252,89,83,-59,421,117,116,0,381.181,281,244,96,95,0.809978,4.03113,0,0,16173.7,1,5,0,-5295.24,4097.2,-5295.24,4097.2,-5295.24,4097.2,0,55.2,1.1
645,275,232,99,91,-59,421,117,116,0,382.397,274,230,96,95,0.911535,2.5,0,0,16251.6,1,5,0,-5303.92,4103.19,-5303.92,4103.19,-5303.92,4103.19,0,55.2,1.1
646,258,227,95,83,-59,421,117,116,0,371.411,252,221,98,97,0.782778,4.60977,0,0,16329.8,1,5,0,-5312.61,4109.18,-5312.61,4109.18,-5312.61,4109.18,0,55.2,1.1
647,240,230,95,83,-59,421,117,116,0,354.965,237,221,98,97,0.829476,2.5,0,0,16408.2,1,5,0,-5321.3,4115.18,-5321.3,4115.18,-5321.3,4115.18,0,55.2,1.1
648,239,232,92,86,-59,421,117,116,0,350.894,233,226,100,99,0.799192,2.06155,0,0,16486.9,1,5,0,-5329.98,4121.17,-5329.98,4121.17,-5329.98,4121.17,0,55.2,1.1
649,243,232,92,84,-59,421,117,116,0,354.733,236,225,98,97,0.79708,4.03113,0,0,16565.8,1,5,0,-5338.67,4127.16,-5338.67,4127.16,-5338.67,4127.16,0,55.2,1.1
650,244,229,89,85,-59,421,117,116,0,355.777,237,222,98,97,0.795813,2.69258,0,0,16645,1,5,0,-5347.35,4133.15,-5347.35,4133.15,-5347.35,4133.15,0,55.2,1.1
651,239,228,89,87,-59,421,117,116,0,351.728,233,222,96,95,0.849013,3.20156,0,0,16724.4,1,5,0,-5356.04,4139.14,-5356.04,4139.14,-5356.04,4139.14,0,55.2,1.1
652,238,229,91,88,-59,421,117,116,0,350.845,232,223,96,95,0.860122,4.30116,0,0,16804.1,1,5,0,-5364.73,4145.13,-5364.73,4145.13,-5364.73,4145.13,0,55.2,1.1
653,244,235,90,82,-59,421,117,116,0,353.581,239,229,96,95,0.809211,2.06155,0,0,16884,1,5,0,-5373.41,4151.13,-5373.41,4151.13,-5373.41,4151.13,0,55.2,1.1
654,242,244,95,87,-59,421,117,116,0,347.523,240,239,96,95,0.888237,1.80278,0,0,16964.2,1,5,0,-5382.1,4157.12,-5382.1,4157.12,-5382.1,4157.12,0,55.2,1.1
655,244,251,119,85,-59,421,117,116,0,356.127,249,245,98,97,0.737756,5.5,0,0,17044.7,1,5,0,-5390.78,4163.11,-5390.78,4163.11,-5390.78,4163.11,0,55.2,1.1
656,299,246,114,99,-59,421,117,116,0,400.954,303,245,98,97,0.826423,4.47214,0,0,17125.4,1,5,0,-5399.47,4169.1,-5399.47,4169.1,-5399.47,4169.1,0,55.2,1.1
657,323,240,88,91,-59,421,117,116,0,415.329,313,237,98,97,0.842415,5,0,0,17206.3,1,5,0,-5408.16,4175.09,-5408.16,4175.09,-5408.16,4175.09,0,55.2,1.1
658,278,242,111,92,-59,421,117,116,0,384.756,289,238,96,95,0.824462,4.30116,0,0,17287.5,1,5,0,-5416.84,4181.08,-5416.84,4181.08,-5416.84,4181.08,0,55.2,1.1
659,229,259,104,89,-59,421,117,116,0,331.727,237,254,94,93,0.850504,4.24264,0,0,17369,1,5,0,-5425.53,4187.08,-5425.53,4187.08,-5425.53,4187.08,0,55.2,1.1
660,221,270,91,83,-59,421,117,116,0,315.191,217,267,94,93,0.846459,3.20156,0,0,17450.7,1,5,0,-5434.21,4193.07,-5434.21,4193.07,-5434.21,4193.07,0,55.2,1.1
661,224,273,94,88,-59,421,117,116,0,316.159,225,268,94,93,0.92684,2.69258,0,0,17532.6,1,5,0,-5442.9,4199.06,-5442.9,4199.06,-5442.9,4199.06,0,55.2,1.1
662,254,264,92,87,-59,421,117,116,0,345.995,247,260,94,93,0.824779,6.08276,0,0,17614.9,1,5,0,-5451.59,4205.05,-5451.59,4205.05,-5451.59,4205.05,0,55.2,1.1
663,260,258,94,87,-59,421,117,116,0,355.053,256,256,94,93,0.861386,4.12311,0,0,17697.3,1,5,0,-5460.27,4211.04,-5460.27,4211.04,-5460.27,4211.04,0,55.2,1.1
664,251,262,90,86,-59,421,117,116,0,343.785,245,257,94,93,0.849002,4.272,0,0,17780.1,1,5,0,-5468.96,4217.04,-5468.96,4217.04,-5468.96,4217.04,0,55.2,1.1
665,228,261,97,88,-59,421,117,116,0,327.116,228,257,94,93,0.918499,2.12132,0,0,17863.1,1,5,0,-5477.64,4223.03,-5477.64,4223.03,-5477.64,4223.03,0,55.2,1.1
666,222,263,88,87,-59,421,117,116,0,317.456,215,258,96,95,0.839474,3.16228,0,0,17946.3,1,5,0,-5486.33,4229.02,-5486.33,4229.02,-5486.33,4229.02,0,55.2,1.1
667,229,267,92,86,-59,421,117,116,0,323.205,223,262,94,93,0.83293,5.22015,0,0,18029.8,1,5,0,-5495.02,4235.01,-5495.02,4235.01,-5495.02,4235.01,0,55.2,1.1
668,245,267,93,90,-59,421,117,116,0,336.382,239,262,94,93,0.826644,6.5192,0,0,18113.6,1,5,0,-5503.7,4241,-5503.7,4241,-5503.7,4241,0,55.2,1.1
669,247,260,92,87,-59,421,117,116,0,341.969,244,256,96,95,0.877632,1,0,0,18197.7,1,5,0,-5512.39,4246.99,-5512.39,4246.99,-5512.39,4246.99,0,55.2,1.1
670,249,254,89,85,-59,421,117,116,0,346.038,243,249,96,95,0.829496,2.5,0,0,18281.9,1,5,0,-5521.07,4252.99,-5521.07,4252.99,-5521.07,4252.99,0,55.2,1.1
671,239,249,91,86,-59,421,117,116,0,340.872,235,246,96,95,0.858114,2.12132,0,0,18366.5,1,5,0,-5529.76,4258.98,-5529.76,4258.98,-5529.76,4258.98,0,55.2,1.1
672,238,248,93,87,-59,421,117,116,0,341.147,235,240,96,95,0.887171,4.272,0,0,18451.3,1,5,0,-5538.45,4264.97,-5538.45,4264.97,-5538.45,4264.97,0,55.2,1.1
673,245,235,100,89,-59,421,117,116,0,356.54,244,233,94,93,0.883823,4,0,0,18536.4,1,5,0,-5547.13,4270.96,-5547.13,4270.96,-5547.13,4270.96,0,55.2,1.1
674,251,231,95,84,-59,421,117,116,0,363.094,247,226,94,93,0.825147,4.52769,0,0,18621.7,1,5,0,-5555.82,4276.95,-5555.82,4276.95,-5555.82,4276.95,0,55.2,1.1
675,245,225,99,88,-59,421,117,116,0,362.112,245,222,94,93,0.900893,2.54951,0,0,18707.3,1,5,0,-5564.5,4282.94,-5564.5,4282.94,-5564.5,4282.94,0,55.2,1.1
676,246,218,97,88,-59,421,117,116,0,366.216,245,214,94,93,0.899934,2.91548,0,0,18793.2,1,5,0,-5573.19,4288.94,-5573.19,4288.94,-5573.19,4288.94,0,55.2,1.1
677,249,215,97,85,-59,421,117,116,0,371.303,249,209,94,93,0.888074,2.5,0,0,18879.3,1,5,0,-5581.88,4294.93,-5581.88,4294.93,-5581.88,4294.93,0,55.2,1.1
678,253,220,96,87,-59,421,117,116,0,370.597,250,223,94,93,0.808889,7.2111,0,0,18965.7,1,5,0,-5590.56,4300.92,-5590.56,4300.92,-5590.56,4300.92,0,55.2,1.1
679,245,251,100,86,-59,421,117,116,0,348.633,242,252,94,93,0.805142,7.5,0,0,19052.3,1,5,0,-5599.25,4306.91,-5599.25,4306.91,-5599.25,4306.91,0,55.2,1.1
680,233,291,93,83,-59,421,117,116,0,316.01,232,279,94,93,0.84375,7.01783,0,0,19139.2,1,5,0,-5607.93,4312.9,-5607.93,4312.9,-5607.93,4312.9,0,55.2,1.1
681,232,294,96,77,-59,421,117,116,0,316.453,230,281,96,95,0.780462,4.47214,0,0,19226.4,1,5,0,-5616.62,4318.89,-5616.62,4318.89,-5616.62,4318.89,0,55.2,1.1
682,242,262,92,81,-59,421,117,116,0,338.208,237,259,96,95,0.801109,5,0,0,19313.8,1,5,0,-5625.31,4324.89,-5625.31,4324.89,-5625.31,4324.89,0,55.2,1.1
683,249,242,94,86,-59,421,117,116,0,354.328,246,240,94,93,0.869556,3.3541,0,0,19401.5,1,5,0,-5633.99,4330.88,-5633.99,4330.88,-5633.99,4330.88,0,55.2,1.1
684,259,227,89,84,-59,421,117,116,0,369.481,253,225,94,93,0.837525,4.30116,0,0,19489.5,1,5,0,-5642.68,4336.87,-5642.68,4336.87,-5642.68,4336.87,0,55.2,1.1
685,263,211,91,81,-59,421,117,116,0,383.715,258,207,94,93,0.809636,4.03113,0,0,19577.7,1,5,0,-5651.36,4342.86,-5651.36,4342.86,-5651.36,4342.86,0,55.2,1.1
686,251,193,102,88,-59,421,117,116,0,387.389,251,191,96,95,0.875622,3.3541,0,0,19666.2,1,5,0,-5660.05,4348.85,-5660.05,4348.85,-5660.05,4348.85,0,55.2,1.1
